Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion,Promo_type,Year,Month_Index,Month,Average_Cost_Per_Item
1000401397,2022-08-06 06:02:00,Daniel Garrett,"['Canned Soup', 'Cheese', 'Banana', 'Laundry Detergent']",9,49.34,Cash,Los Angeles,Supermarket,False,Senior Citizen,Spring,Discount on Selected Items,Promosi Non Discount,2022,8,Aug,5.482222222222223
1000855485,2022-11-03 18:07:00,Jason May,"['Toothbrush', 'Ice Cream', 'Power Strips', 'Air Freshener', 'Cheese']",9,80.78,Credit Card,Los Angeles,Specialty Store,True,Senior Citizen,Winter,nan,Discount,2022,11,Nov,8.975555555555555
1000858884,2024-03-11 01:55:00,Latoya Cruz,"['Beef', 'Potatoes', 'Cleaning Spray', 'Toothbrush', 'Power Strips']",4,22.5,Mobile Payment,Los Angeles,Warehouse Club,True,Teenager,Summer,nan,Discount,2024,3,Mar,5.625
1000503247,2024-05-10 05:30:00,Alexa Hamilton,"['Coffee', 'Toothpaste', 'Vacuum Cleaner', 'Toothbrush', 'Yogurt']",8,45.28,Mobile Payment,Atlanta,Supermarket,False,Homemaker,Winter,nan,Promosi Non Discount,2024,5,May,5.66
1000864741,2022-07-22 23:17:00,Michael Davis,"['Sponges', 'Cleaning Spray', 'Soda']",9,88.72,Cash,Seattle,Supermarket,False,Retiree,Summer,Discount on Selected Items,Promosi Non Discount,2022,7,Jul,9.857777777777777
1000035032,2021-11-20 12:01:00,Jill Richardson MD,"['Deodorant', 'Pasta', 'Shaving Cream', 'Tea', 'Banana']",5,64.02,Credit Card,Boston,Warehouse Club,False,Senior Citizen,Summer,BOGO (Buy One Get One),Promosi Non Discount,2021,11,Nov,12.803999999999998
1000995703,2022-07-20 23:45:00,William Campbell,"['Mayonnaise', 'Cereal', 'Baby Wipes', 'Peanut Butter', 'Diapers']",1,38.9,Debit Card,Houston,Warehouse Club,True,Middle-Aged,Spring,Discount on Selected Items,Discount,2022,7,Jul,38.9
1000376761,2022-05-10 08:28:00,Corey Thomas,"['Trash Bags', 'Shower Gel', 'Broom', 'Bath Towels']",6,72.95,Cash,Boston,Warehouse Club,False,Senior Citizen,Winter,nan,Promosi Non Discount,2022,5,May,12.158333333333333
1000811353,2020-11-11 11:40:00,Malik Evans,"['Razors', 'Butter', 'Soap', 'Tuna', 'Vacuum Cleaner']",5,90.79,Debit Card,Miami,Pharmacy,False,Young Adult,Summer,nan,Promosi Non Discount,2020,11,Nov,18.158
1000577745,2020-10-06 10:11:00,Ms. Alexis Allison,"['Ketchup', 'Mayonnaise', 'Banana', 'Shaving Cream']",8,21.37,Debit Card,Atlanta,Convenience Store,False,Student,Winter,Discount on Selected Items,Promosi Non Discount,2020,10,Oct,2.67125
1000659806,2022-08-09 22:30:00,Julia Conrad,"['Peanut Butter', 'Laundry Detergent', 'Jam']",9,17.79,Mobile Payment,Miami,Department Store,False,Teenager,Spring,BOGO (Buy One Get One),Promosi Non Discount,2022,8,Aug,1.9766666666666666
1000219339,2020-10-21 07:51:00,John Gonzales,"['Spinach', 'Diapers', 'Syrup']",10,79.55,Debit Card,Dallas,Warehouse Club,False,Homemaker,Spring,Discount on Selected Items,Promosi Non Discount,2020,10,Oct,7.955
1000979755,2020-12-02 23:38:00,Matthew Scott,"['Pancake Mix', 'Ironing Board', 'Trash Cans']",1,65.29,Credit Card,Boston,Specialty Store,False,Senior Citizen,Fall,nan,Promosi Non Discount,2020,12,Dec,65.29
1000625691,2023-07-08 12:09:00,Brandon Wood,"['Pancake Mix', 'Paper Towels']",9,22.67,Cash,Dallas,Pharmacy,True,Young Adult,Fall,nan,Discount,2023,7,Jul,2.518888888888889
1000215339,2021-09-21 06:32:00,Victoria Gonzales,"['Trash Cans', 'Tissues', 'Pancake Mix']",7,95.11,Cash,Boston,Convenience Store,False,Student,Spring,nan,Promosi Non Discount,2021,9,Sep,13.587142857142856
1000443417,2021-04-01 14:02:00,Morgan Roberts,['Jam'],10,35.19,Cash,Los Angeles,Pharmacy,False,Teenager,Winter,nan,Promosi Non Discount,2021,4,Apr,3.5189999999999997
1000980328,2023-04-17 06:40:00,Melissa Davis,"['Coffee', 'Pickles', 'Mustard', 'Lawn Mower', 'Power Strips']",5,25.09,Credit Card,Los Angeles,Specialty Store,False,Student,Fall,nan,Promosi Non Discount,2023,4,Apr,5.018
1000336983,2023-04-18 19:10:00,Patrick Thompson,['Coffee'],7,29.58,Cash,Miami,Convenience Store,True,Teenager,Fall,BOGO (Buy One Get One),Discount,2023,4,Apr,4.225714285714285
1000518812,2022-09-29 01:32:00,Lisa Lee,"['Shampoo', 'Jam']",10,21.37,Credit Card,Dallas,Specialty Store,False,Homemaker,Fall,Discount on Selected Items,Promosi Non Discount,2022,9,Sep,2.137
1000943378,2020-06-28 09:14:00,Mallory Fuller,['Olive Oil'],9,6.37,Debit Card,Boston,Supermarket,True,Homemaker,Winter,nan,Discount,2020,6,Jun,0.7077777777777778
1000002085,2021-07-30 19:39:00,Wayne Fields,"['Rice', 'Toothpaste']",3,55.52,Credit Card,Seattle,Department Store,False,Young Adult,Winter,BOGO (Buy One Get One),Promosi Non Discount,2021,7,Jul,18.506666666666668
1000663615,2023-06-06 07:03:00,Ashley Brennan,"['Toilet Paper', 'Baby Wipes', 'Cheese', 'Orange', 'Laundry Detergent']",1,92.32,Cash,Atlanta,Supermarket,False,Retiree,Winter,BOGO (Buy One Get One),Promosi Non Discount,2023,6,Jun,92.32
1000677814,2020-09-01 23:54:00,Jordan Tate,"['Carrots', 'Canned Soup']",10,52.25,Cash,Houston,Department Store,True,Teenager,Winter,nan,Discount,2020,9,Sep,5.225
1000957737,2023-01-09 03:26:00,Matthew Castillo,"['Diapers', 'Mop']",7,72.95,Debit Card,Houston,Supermarket,False,Young Adult,Summer,nan,Promosi Non Discount,2023,1,Jan,10.421428571428573
1000543082,2021-11-22 09:55:00,Stephanie Jones,"['Spinach', 'Power Strips', 'Ironing Board', 'Carrots']",10,34.28,Debit Card,Chicago,Pharmacy,False,Middle-Aged,Fall,nan,Promosi Non Discount,2021,11,Nov,3.428
1000529927,2024-03-25 14:02:00,Heather Meza,"['Yogurt', 'Feminine Hygiene Products', 'Sponges', 'Deodorant']",1,57.41,Credit Card,Boston,Specialty Store,False,Student,Winter,nan,Promosi Non Discount,2024,3,Mar,57.41
1000066336,2021-06-21 11:26:00,Benjamin Pennington,['Baby Wipes'],9,12.54,Mobile Payment,Boston,Supermarket,False,Senior Citizen,Summer,Discount on Selected Items,Promosi Non Discount,2021,6,Jun,1.3933333333333333
1000272966,2024-02-01 22:04:00,David Cummings,"['Chips', 'Ketchup', 'Cleaning Spray', 'Toothpaste', 'Cereal Bars']",3,56.6,Cash,Chicago,Warehouse Club,False,Student,Summer,Discount on Selected Items,Promosi Non Discount,2024,2,Feb,18.866666666666667
1000876375,2023-05-09 21:31:00,Teresa Hunter,"['Milk', 'Cereal Bars', 'Shrimp']",10,88.56,Cash,Boston,Warehouse Club,False,Young Adult,Summer,BOGO (Buy One Get One),Promosi Non Discount,2023,5,May,8.856
1000443181,2022-12-09 05:57:00,Richard Davis DVM,"['Olive Oil', 'Cleaning Spray']",9,7.61,Credit Card,Atlanta,Warehouse Club,True,Student,Fall,nan,Discount,2022,12,Dec,0.8455555555555556
1000038747,2023-04-11 17:18:00,Deborah Hernandez,"['Tissues', 'Chips', 'Toilet Paper', 'Trash Cans', 'Vinegar']",9,79.08,Debit Card,Chicago,Specialty Store,True,Student,Fall,BOGO (Buy One Get One),Discount,2023,4,Apr,8.786666666666667
1000244518,2023-05-03 22:52:00,Jonathon Hernandez,"['Ice Cream', 'Spinach', 'Olive Oil']",6,70.05,Credit Card,Los Angeles,Warehouse Club,True,Homemaker,Fall,Discount on Selected Items,Discount,2023,5,May,11.674999999999999
1000321941,2022-08-02 02:31:00,Kevin Schmidt,"['Eggs', 'Pickles', 'Bath Towels']",6,66.13,Debit Card,Chicago,Pharmacy,False,Teenager,Summer,BOGO (Buy One Get One),Promosi Non Discount,2022,8,Aug,11.021666666666667
1000212423,2022-11-29 06:57:00,Maria Burch,"['Laundry Detergent', 'Syrup', 'Power Strips']",7,76.41,Credit Card,San Francisco,Warehouse Club,True,Young Adult,Summer,nan,Discount,2022,11,Nov,10.915714285714285
1000684487,2022-04-18 06:55:00,Luke Romero,"['Coffee', 'Beef', 'Honey', 'Bread', 'Paper Towels']",7,27.52,Mobile Payment,San Francisco,Supermarket,False,Homemaker,Fall,nan,Promosi Non Discount,2022,4,Apr,3.9314285714285715
1000460021,2023-02-18 22:21:00,Marvin Brewer,['Ironing Board'],2,96.17,Cash,Dallas,Pharmacy,False,Young Adult,Summer,BOGO (Buy One Get One),Promosi Non Discount,2023,2,Feb,48.085
1000330797,2020-07-24 18:31:00,Erika Scott,['Ironing Board'],10,82.77,Debit Card,Seattle,Warehouse Club,False,Professional,Winter,BOGO (Buy One Get One),Promosi Non Discount,2020,7,Jul,8.277
1000820287,2021-03-21 08:48:00,Billy Garcia,"['Tuna', 'Yogurt']",2,18.21,Credit Card,Houston,Supermarket,True,Senior Citizen,Winter,Discount on Selected Items,Discount,2021,3,Mar,9.105
1000934968,2023-09-13 09:45:00,Sylvia Hansen,"['Dishware', 'Tea']",2,51.79,Cash,Atlanta,Warehouse Club,True,Professional,Fall,Discount on Selected Items,Discount,2023,9,Sep,25.895
1000878902,2023-02-12 10:37:00,Heather Lyons,"['Potatoes', 'Orange', 'Syrup', 'Razors', 'Lawn Mower']",6,93.56,Mobile Payment,Chicago,Warehouse Club,True,Professional,Spring,Discount on Selected Items,Discount,2023,2,Feb,15.593333333333334
1000507014,2023-02-14 19:58:00,Daniel Murphy,"['Sponges', 'Yogurt', 'Water', 'Tissues']",2,14.34,Debit Card,Boston,Specialty Store,True,Young Adult,Fall,nan,Discount,2023,2,Feb,7.17
1000063468,2022-01-02 21:03:00,James Warren,"['Cleaning Spray', 'Shaving Cream', 'Cereal']",10,61.75,Mobile Payment,New York,Warehouse Club,True,Middle-Aged,Winter,nan,Discount,2022,1,Jan,6.175
1000568670,2021-10-14 12:32:00,Felicia Shields,"['Butter', 'Rice']",7,41.83,Debit Card,Chicago,Specialty Store,True,Retiree,Winter,nan,Discount,2021,10,Oct,5.975714285714285
1000855771,2021-05-21 21:58:00,Kyle Anderson,"['Hair Gel', 'Mustard']",3,83.01,Mobile Payment,Seattle,Specialty Store,True,Homemaker,Spring,Discount on Selected Items,Discount,2021,5,May,27.67
1000606372,2021-07-13 14:29:00,Miguel Mullen,"['Mop', 'Feminine Hygiene Products']",9,7.61,Debit Card,Dallas,Warehouse Club,False,Teenager,Summer,nan,Promosi Non Discount,2021,7,Jul,0.8455555555555556
1000358900,2020-03-14 02:30:00,Tyler Figueroa,"['Spinach', 'Milk', 'Cereal Bars', 'Trash Cans']",10,61.44,Credit Card,San Francisco,Supermarket,False,Senior Citizen,Fall,BOGO (Buy One Get One),Promosi Non Discount,2020,3,Mar,6.144
1000178392,2021-07-25 02:28:00,Matthew Roy,['Razors'],3,20.57,Debit Card,Dallas,Specialty Store,False,Teenager,Fall,BOGO (Buy One Get One),Promosi Non Discount,2021,7,Jul,6.8566666666666665
1000921914,2022-10-06 19:12:00,Cynthia May,"['Toothpaste', 'Beef']",2,71.81,Credit Card,Chicago,Warehouse Club,True,Young Adult,Summer,BOGO (Buy One Get One),Discount,2022,10,Oct,35.905
1000348365,2023-11-08 16:35:00,Mary Reynolds,"['Cheese', 'Razors', 'Soda', 'Water']",1,15.66,Credit Card,Miami,Supermarket,True,Middle-Aged,Spring,BOGO (Buy One Get One),Discount,2023,11,Nov,15.66
1000377482,2020-12-15 16:50:00,Mrs. Erica Lopez MD,"['Cereal Bars', 'Pasta', 'Mustard']",7,11.83,Debit Card,Dallas,Pharmacy,True,Retiree,Fall,Discount on Selected Items,Discount,2020,12,Dec,1.69
1000044792,2020-04-13 17:54:00,Heather Burgess,['Toothbrush'],10,61.81,Mobile Payment,Houston,Department Store,True,Senior Citizen,Spring,BOGO (Buy One Get One),Discount,2020,4,Apr,6.181
1000690927,2021-01-17 10:43:00,Michael Reed,"['Cereal Bars', 'Deodorant']",5,41.19,Cash,San Francisco,Supermarket,False,Senior Citizen,Spring,BOGO (Buy One Get One),Promosi Non Discount,2021,1,Jan,8.238
1000050313,2021-09-06 00:41:00,Rhonda Roberts,"['Tissues', 'Pasta', 'Sponges']",9,27.79,Mobile Payment,Seattle,Pharmacy,False,Homemaker,Fall,BOGO (Buy One Get One),Promosi Non Discount,2021,9,Sep,3.0877777777777777
1000780881,2022-11-23 12:14:00,Joseph Myers,"['Razors', 'Shampoo']",3,25.96,Debit Card,San Francisco,Supermarket,True,Retiree,Winter,BOGO (Buy One Get One),Discount,2022,11,Nov,8.653333333333334
1000018958,2021-03-21 11:52:00,Amanda Williams,"['Cleaning Rags', 'Vacuum Cleaner', 'Bread', 'Dustpan']",9,63.68,Credit Card,New York,Convenience Store,True,Middle-Aged,Spring,nan,Discount,2021,3,Mar,7.075555555555556
1000804703,2023-10-02 12:32:00,Jennifer Diaz,"['Cleaning Rags', 'Razors', 'Cleaning Rags']",1,73.77,Cash,Chicago,Department Store,True,Retiree,Fall,nan,Discount,2023,10,Oct,73.77
1000008985,2021-10-14 08:20:00,April Galloway,"['Onions', 'Pickles', 'Cereal Bars', 'Dustpan', 'Shampoo']",7,51.26,Debit Card,Chicago,Convenience Store,True,Young Adult,Summer,nan,Discount,2021,10,Oct,7.322857142857143
1000099901,2020-11-30 14:46:00,Catherine Miller,"['Eggs', 'Toothbrush', 'Jam', 'Garden Hose', 'Laundry Detergent']",2,19.13,Credit Card,Miami,Convenience Store,False,Professional,Fall,Discount on Selected Items,Promosi Non Discount,2020,11,Nov,9.565
1000655318,2022-05-05 07:56:00,Cindy Jones,"['Bath Towels', 'Olive Oil', 'Banana']",6,19.88,Mobile Payment,Houston,Warehouse Club,True,Middle-Aged,Summer,Discount on Selected Items,Discount,2022,5,May,3.313333333333333
1000224928,2020-11-27 08:25:00,Dennis Ramirez,['Garden Hose'],8,5.64,Mobile Payment,San Francisco,Pharmacy,False,Senior Citizen,Fall,nan,Promosi Non Discount,2020,11,Nov,0.705
1000926625,2022-11-30 06:12:00,Johnny Horn,"['Hair Gel', 'Hair Gel', 'Beef']",7,19.89,Credit Card,San Francisco,Specialty Store,True,Student,Winter,Discount on Selected Items,Discount,2022,11,Nov,2.8414285714285716
1000067898,2024-01-26 20:13:00,Raymond Payne,"['Bath Towels', 'BBQ Sauce', 'BBQ Sauce', 'Cereal Bars']",4,29.84,Cash,Boston,Warehouse Club,False,Middle-Aged,Winter,Discount on Selected Items,Promosi Non Discount,2024,1,Jan,7.46
1000068878,2023-06-20 14:21:00,Stephen Weaver,['Plant Fertilizer'],6,15.15,Mobile Payment,Dallas,Specialty Store,False,Retiree,Fall,nan,Promosi Non Discount,2023,6,Jun,2.525
1000904484,2022-01-26 10:08:00,Brian Hopkins,"['Trash Bags', 'Pasta', 'Coffee']",7,44.61,Credit Card,Houston,Supermarket,False,Homemaker,Summer,Discount on Selected Items,Promosi Non Discount,2022,1,Jan,6.372857142857143
1000244299,2022-03-18 16:07:00,Mark Wu,"['Vacuum Cleaner', 'Sponges']",2,54.75,Debit Card,Dallas,Department Store,False,Homemaker,Spring,Discount on Selected Items,Promosi Non Discount,2022,3,Mar,27.375
1000912237,2022-07-29 08:32:00,Cynthia Salas,"['Laundry Detergent', 'Air Freshener', 'Water', 'Chicken', 'Plant Fertilizer']",9,40.78,Debit Card,Chicago,Department Store,False,Middle-Aged,Spring,Discount on Selected Items,Promosi Non Discount,2022,7,Jul,4.5311111111111115
1000803684,2022-08-29 16:29:00,Jessica Mitchell,"['Cleaning Spray', 'Air Freshener', 'Canned Soup', 'Lawn Mower']",9,46.72,Mobile Payment,Dallas,Department Store,False,Senior Citizen,Fall,Discount on Selected Items,Promosi Non Discount,2022,8,Aug,5.191111111111111
1000444936,2021-10-21 20:38:00,Lindsey Miranda,"['Iron', 'Cleaning Spray', 'Coffee', 'Butter', 'Eggs']",9,82.84,Mobile Payment,San Francisco,Specialty Store,False,Senior Citizen,Spring,nan,Promosi Non Discount,2021,10,Oct,9.204444444444444
1000895958,2022-06-16 06:27:00,Amanda Callahan,"['Butter', 'Broom', 'Butter']",4,11.94,Debit Card,Houston,Specialty Store,True,Teenager,Winter,BOGO (Buy One Get One),Discount,2022,6,Jun,2.985
1000858828,2021-07-10 16:23:00,Michael Phillips,"['Laundry Detergent', 'Tuna']",4,22.85,Debit Card,Chicago,Supermarket,True,Senior Citizen,Summer,Discount on Selected Items,Discount,2021,7,Jul,5.7125
1000575347,2021-09-28 03:26:00,Charles Jackson,"['Hair Gel', 'Water', 'Trash Bags']",3,41.14,Mobile Payment,Atlanta,Warehouse Club,False,Middle-Aged,Summer,nan,Promosi Non Discount,2021,9,Sep,13.713333333333333
1000464016,2020-12-27 17:05:00,Andrew Freeman,"['Salmon', 'Jam']",1,10.28,Cash,Miami,Warehouse Club,True,Young Adult,Spring,BOGO (Buy One Get One),Discount,2020,12,Dec,10.28
1000196829,2020-03-18 20:06:00,James Mcdaniel,"['Chips', 'Sponges']",9,47.29,Mobile Payment,Seattle,Pharmacy,False,Homemaker,Summer,BOGO (Buy One Get One),Promosi Non Discount,2020,3,Mar,5.254444444444444
1000309023,2021-12-16 12:42:00,Brad Greer,"['Dustpan', 'Deodorant', 'Milk', 'Jam']",9,6.16,Credit Card,Los Angeles,Warehouse Club,False,Middle-Aged,Spring,BOGO (Buy One Get One),Promosi Non Discount,2021,12,Dec,0.6844444444444444
1000347381,2020-11-05 01:51:00,William Nixon,"['Power Strips', 'Diapers', 'Tuna']",8,99.54,Mobile Payment,Atlanta,Department Store,False,Young Adult,Fall,BOGO (Buy One Get One),Promosi Non Discount,2020,11,Nov,12.4425
1000310804,2021-05-27 18:48:00,Tina Romero,['Shrimp'],4,25.55,Credit Card,New York,Specialty Store,True,Young Adult,Spring,BOGO (Buy One Get One),Discount,2021,5,May,6.3875
1000837523,2021-10-11 09:24:00,Katrina Contreras,['Mayonnaise'],10,44.86,Mobile Payment,Miami,Pharmacy,True,Professional,Winter,BOGO (Buy One Get One),Discount,2021,10,Oct,4.486
1000268240,2023-01-15 11:27:00,Brenda Wheeler,"['Jam', 'Lawn Mower', 'Sponges']",8,69.98,Mobile Payment,Dallas,Pharmacy,True,Professional,Spring,Discount on Selected Items,Discount,2023,1,Jan,8.7475
1000366137,2021-04-29 22:37:00,Elizabeth Anderson,"['Bath Towels', 'Cleaning Spray']",4,16.3,Debit Card,New York,Department Store,False,Homemaker,Spring,BOGO (Buy One Get One),Promosi Non Discount,2021,4,Apr,4.075
1000449596,2020-10-25 04:40:00,Michelle Hill,"['Rice', 'Coffee', 'Cheese', 'Orange', 'Vinegar']",9,5.3,Debit Card,Boston,Specialty Store,False,Retiree,Fall,Discount on Selected Items,Promosi Non Discount,2020,10,Oct,0.5888888888888889
1000586917,2021-09-02 12:33:00,Gerald Phillips,"['Mop', 'Toothpaste']",3,16.87,Cash,Dallas,Warehouse Club,False,Teenager,Spring,BOGO (Buy One Get One),Promosi Non Discount,2021,9,Sep,5.623333333333334
1000980753,2022-04-14 07:12:00,Jessica Sweeney,"['Tea', 'Trash Bags']",1,16.49,Mobile Payment,Seattle,Pharmacy,False,Student,Spring,nan,Promosi Non Discount,2022,4,Apr,16.49
1000051662,2022-11-30 05:09:00,Darryl Brown,"['Mayonnaise', 'Tissues']",5,58.38,Cash,Los Angeles,Specialty Store,False,Homemaker,Winter,Discount on Selected Items,Promosi Non Discount,2022,11,Nov,11.676
1000892873,2024-03-29 21:29:00,Brandy Jones,"['Shower Gel', 'Plant Fertilizer', 'Mop']",6,43.74,Credit Card,Seattle,Supermarket,True,Student,Winter,BOGO (Buy One Get One),Discount,2024,3,Mar,7.29
1000576798,2023-06-17 11:47:00,Vincent Jimenez,"['Air Freshener', 'Ice Cream', 'Ketchup', 'Soda']",2,61.4,Mobile Payment,Atlanta,Specialty Store,True,Professional,Fall,nan,Discount,2023,6,Jun,30.7
1000480866,2021-03-03 20:36:00,Robert Valdez,['Dustpan'],6,65.64,Debit Card,Chicago,Convenience Store,True,Young Adult,Fall,BOGO (Buy One Get One),Discount,2021,3,Mar,10.94
1000550670,2022-10-14 06:08:00,Bryan Johnson,"['Trash Bags', 'Tea', 'Shampoo']",8,60.18,Credit Card,Chicago,Convenience Store,True,Teenager,Fall,BOGO (Buy One Get One),Discount,2022,10,Oct,7.5225
1000584291,2020-12-04 18:16:00,Christopher Gonzalez,"['Onions', 'Shaving Cream', 'Apple', 'Laundry Detergent', 'Pasta']",4,15.12,Mobile Payment,Miami,Convenience Store,False,Young Adult,Summer,BOGO (Buy One Get One),Promosi Non Discount,2020,12,Dec,3.78
1000362131,2020-08-24 19:39:00,Ruth Wilson,"['Hand Sanitizer', 'Rice']",9,92.66,Debit Card,Houston,Pharmacy,True,Homemaker,Spring,nan,Discount,2020,8,Aug,10.295555555555556
1000033319,2021-06-15 23:16:00,Barbara Miller,"['Dustpan', 'Trash Bags', 'Sponges']",4,30.56,Cash,Miami,Department Store,False,Homemaker,Spring,nan,Promosi Non Discount,2021,6,Jun,7.64
1000215537,2021-07-15 04:21:00,Anna Stanton,"['Diapers', 'Insect Repellent', 'Pickles', 'Milk']",4,30.14,Mobile Payment,Los Angeles,Warehouse Club,False,Young Adult,Fall,nan,Promosi Non Discount,2021,7,Jul,7.535
1000126314,2021-12-12 01:15:00,Cindy Lewis,"['Dustpan', 'Salmon', 'Salmon', 'Paper Towels', 'Pickles']",3,15.75,Mobile Payment,New York,Specialty Store,True,Professional,Summer,Discount on Selected Items,Discount,2021,12,Dec,5.25
1000460373,2023-12-12 08:04:00,Taylor Santos,"['Cleaning Spray', 'Ice Cream']",5,65.79,Mobile Payment,San Francisco,Department Store,False,Senior Citizen,Fall,BOGO (Buy One Get One),Promosi Non Discount,2023,12,Dec,13.158000000000001
1000489379,2021-05-17 23:32:00,Ronald Santiago,"['Trash Bags', 'Pickles', 'Chips']",1,36.39,Credit Card,San Francisco,Pharmacy,True,Student,Winter,BOGO (Buy One Get One),Discount,2021,5,May,36.39
1000063224,2023-05-26 15:08:00,Barbara Small,"['Mop', 'Milk', 'Razors', 'Orange']",1,10.15,Cash,San Francisco,Supermarket,False,Retiree,Spring,Discount on Selected Items,Promosi Non Discount,2023,5,May,10.15
1000965339,2024-02-09 20:02:00,Ann Gillespie,['Beef'],7,12.44,Cash,Miami,Warehouse Club,False,Teenager,Fall,Discount on Selected Items,Promosi Non Discount,2024,2,Feb,1.7771428571428571
1000779635,2021-07-24 16:43:00,Brian Gibson,"['Dishware', 'Ironing Board', 'Ironing Board', 'Soda', 'Bath Towels']",1,79.01,Mobile Payment,Houston,Supermarket,True,Professional,Spring,Discount on Selected Items,Discount,2021,7,Jul,79.01
1000695825,2024-02-07 06:52:00,Kelly Pearson,['Plant Fertilizer'],2,26.74,Credit Card,Atlanta,Pharmacy,False,Young Adult,Summer,BOGO (Buy One Get One),Promosi Non Discount,2024,2,Feb,13.37
1000561880,2024-03-15 10:20:00,Logan Oneal,"['Toilet Paper', 'Orange', 'Pickles']",5,81.94,Credit Card,New York,Warehouse Club,False,Professional,Fall,nan,Promosi Non Discount,2024,3,Mar,16.387999999999998
1000279994,2023-11-20 10:29:00,Katrina Friedman,"['Pasta', 'Vacuum Cleaner', 'Shaving Cream', 'Trash Cans']",4,27.78,Debit Card,Dallas,Specialty Store,False,Professional,Summer,BOGO (Buy One Get One),Promosi Non Discount,2023,11,Nov,6.945
1000876144,2024-02-08 10:25:00,Gloria Chavez,"['Honey', 'Power Strips', 'Salmon', 'Beef']",7,66.98,Debit Card,Miami,Convenience Store,False,Homemaker,Fall,Discount on Selected Items,Promosi Non Discount,2024,2,Feb,9.56857142857143
1000571749,2023-03-10 05:45:00,Brandi Anderson,['Mayonnaise'],2,59.64,Mobile Payment,San Francisco,Specialty Store,True,Young Adult,Winter,Discount on Selected Items,Discount,2023,3,Mar,29.82
1000435458,2022-07-08 23:31:00,Kari Peters,['Toothpaste'],3,62.39,Debit Card,Miami,Pharmacy,False,Senior Citizen,Winter,BOGO (Buy One Get One),Promosi Non Discount,2022,7,Jul,20.796666666666667
1000256147,2023-12-04 04:41:00,Laura Taylor,"['Mop', 'Tomatoes']",3,13.99,Credit Card,New York,Pharmacy,True,Retiree,Spring,Discount on Selected Items,Discount,2023,12,Dec,4.663333333333333
1000527943,2023-10-18 11:47:00,Anna Barnes,"['Canned Soup', 'Pancake Mix', 'Soap', 'Toothpaste']",8,67.89,Mobile Payment,Miami,Supermarket,True,Teenager,Fall,Discount on Selected Items,Discount,2023,10,Oct,8.48625
1000330301,2023-03-31 23:55:00,Anita Brown,"['Hair Gel', 'Insect Repellent', 'Vinegar']",8,67.91,Credit Card,Chicago,Pharmacy,False,Senior Citizen,Fall,BOGO (Buy One Get One),Promosi Non Discount,2023,3,Mar,8.48875
